ACCESSION_NUMBER	OTHERINCLUDEDMANAGERSCOUNT	TABLEENTRYTOTAL	TABLEVALUETOTAL	ISCONFIDENTIALOMITTED
0002077908-25-000023	0	379	1863042702	N
0002077908-25-000022	0	374	1676651121	N
0001667731-25-000889	0	73	312674022	
0002077908-25-000021	0	346	1508622098	N
0002077908-25-000020	0	374	1589986234	N
0001894921-25-000003	0	65	276559362	N
0002077908-25-000019	0	397	1506677505	N
0002077908-25-000018	0	338	1394498126	N
0002077908-25-000017	0	374	1288614474	N
0002077908-25-000016	0	354	1397484529	N
0001901275-25-000012	0	2841	1918343184	
0002077908-25-000015	0	353	1581268009	N
0001756695-25-000006	0	111	1012332681	N
0002077908-25-000014	0	378	1479617751	N
0002077908-25-000013	0	342	1289773822	N
0001825985-25-000008	0	77	529946619	N
0002077908-25-000012	0	358	1271447193	N
0002077908-25-000011	0	391	1109703070	N
0000902664-25-003078	0	1984	43807277396	
0001903035-25-000004	0	88	401381046	
0002077908-25-000010	0	326	967837003	N
0001104659-25-069328	0	65	746580899	
0002044575-25-000003	0	51	130903	N
0002046607-25-000003	0	184	402476447	N
0002077908-25-000009	0	291	870735012	N
0002077908-25-000008	0	286	767313108	N
0002077908-25-000007	0	293	612411360	N
0001536799-25-000004	0	168	918927000	N
0002077908-25-000006	0	302	737174113	N
0002077908-25-000005	0	274	647041336	N
0002077908-25-000004	0	294	607387835	N
0001010873-25-000004	0	173	1614074	N
0002077908-25-000003	0	270	540499670	N
0002008540-25-000005	0	27	164607465	N
0001843867-25-000007	0	120	452547262	N
0002077908-25-000002	0	271	455697200	N
0002053642-25-000005	0	148	157020782	N
0002077908-25-000001	0	288	493968655	N
0001762086-25-000004	0	55	289064	N
0000892303-25-000005	0	665	2993666735	N
0001913231-25-000003	9	2609	2567300319	N
0001144969-25-000005	1	92	1503013297	N
0000887602-25-000004	0	641	266697223	N
0001959790-25-000005	0	240	559145915	N
0002008666-25-000004	0	171	408217757	N
0001021642-25-000004	9	678	10673836692	N
0001767080-25-000005	0	165	534192	N
0001214659-25-010696	0	82	284163118	
0001161822-25-000005	0	249	803920177	N
0001608531-25-000006	0	128	1257077	N
0000936938-25-000005	0	89	167428918	N
0001398344-25-013439	0	40	434773793	
0001486083-25-000005	0	103	226163842	N
0001801184-25-000004	0	88	457272	N
0001765380-25-000252	0	52	767579577	N
0001085146-25-003997	0	79	152816773	N
0001085146-25-003996	0	286	1575589426	N
0001085146-25-003995	0	65	125634433	N
0001085146-25-003994	0	93	207388967	N
0001085146-25-003993	0	17	210878685	N
0001172661-25-002659	0	37	229759284	
0001172661-25-002658	0	0	0	
0001214659-25-010690	0	1117	11459878520	
0001580642-25-004371	0	241	2689963957	
0001999371-25-009482	0	71	710826331	
0001085146-25-003992	0	169	162666389	N
0001910364-25-000003	0	67	112394470	N
0001085146-25-003991	0	35	1426708299	N
0001398344-25-013430	0	62	346604625	
0001085146-25-003990	0	24	220007436	N
0001085146-25-003989	0	155	141511451	N
0000897069-25-001186	0	340	2999174579	
0001910210-25-000004	0	115	163815168	N
0001988547-25-000004	0	51	51290983	N
0002057637-25-000003	0	1061	190272335	N
0001454937-25-000011	1	46	133490045	N
0001062993-25-013000	0	175	913443815	N
0001740063-25-000005	0	410	196960176	N
0001454308-25-000006	0	40	1014382147	N
0001912338-25-000004	0	1421	1078418510	N
0000950123-25-006495	0	285	836782137	N
0001801892-25-000004	0	451	146771254	N
0001942361-25-000003	0	61	359549516	N
0002060412-25-000004	0	497	581617606	N
0000919574-25-004137	1	238	992136716	
0001481714-25-000006	0	111	981490364	N
0002046823-25-000003	0	124	108949390	N
0001725547-25-003493	0	170	832408506	N
0001894712-25-000003	0	1321	165030448	N
0001387818-25-000004	0	48	965132770	N
0001398344-25-013417	0	284	413260459	
0001054646-25-000007	0	305	1092018	N
0001104659-25-069257	0	206	670015969	
0001790688-25-000006	0	79	318277623	N
0002008308-25-000003	0	5	210799599	N
0001791996-25-000006	0	214	1322311685	N
0001140361-25-026540	0	91	584438801	
0001908165-25-000014	0	36	363640951	N
0001214659-25-010677	0	83	315755155	
0001911695-25-000003	0	90	199662183	N
0002046333-25-000006	0	17	1610980325	N
0001927175-25-000005	0	115	242335	N
0001699080-25-000006	0	185	874283347	N
0002053459-25-000004	0	1	352044216	N
0001214659-25-010675	0	95	411615881	
0002021658-25-000002	0	1060	383292370	N
0001172661-25-002656	1	73	2255426078	
0001964897-25-000005	0	419	458012905	N
0001420506-25-001539	0	28	212066764	N
0001964897-25-000004	0	240	232190021	N
0001602730-25-000006	0	248	672457912	N
0001968777-25-000004	0	62	272228841	N
0001214659-25-010671	0	61	128108575	
0002077718-25-000001	0	19	47966668	N
0001140361-25-026524	0	618	635247176	
0001722053-25-000006	0	74	410952380	N
0000905148-25-002484	3	1816	28683338466	
0001843684-25-000005	0	207	574713539	N
0001964538-25-000005	0	98	105736226	N
0002077904-25-000018	0	241	440439674	N
0002077904-25-000017	0	275	418591759	N
0001722053-25-000005	0	195	420243142	N
0002077904-25-000016	0	251	413061216	N
0002077904-25-000015	0	267	372846203	N
0002077904-25-000014	0	265	327221670	N
0002077904-25-000013	0	260	285482320	N
0000950123-25-006489	0	239	235199191	N
0002077904-25-000012	0	271	250747538	N
0002077904-25-000011	0	249	220583585	N
0002024049-25-000005	0	79	282973860	N
0002077904-25-000010	0	259	192524582	N
0002077904-25-000009	0	224	172918169	N
0002077904-25-000008	0	222	152528944	N
0002077904-25-000007	0	220	143681155	N
0001569453-25-000003	0	54	391287	N
0002077904-25-000006	0	206	158510033	N
0002077904-25-000005	0	208	154012406	N
0002077904-25-000004	0	214	154363205	N
0002077904-25-000003	0	207	149008215	N
0002052964-25-000003	0	136	532642535	N
0002012717-25-000005	0	289	495099004	N
0002077904-25-000002	0	198	150836895	N
0001997650-25-000003	0	71	90076748	N
0002077904-25-000001	0	199	134028407	N
0001990849-25-000007	0	290	282748228	N
0001871593-25-000007	0	50	92286618	
0001140361-25-026518	1	253	102022078	
0001482688-25-000008	0	98	1805921151	
0001729045-25-000006	0	194	192947067	N
0001890222-25-000003	8	1191	5793788877	N
0001339908-25-000003	0	229	499469031	N
0001172661-25-002655	0	208	291906072	
0001705819-25-000049	0	73	546136441	
0001398344-25-013379	0	49	327312594	
0001736260-25-000006	0	178	305717981	N
0001667731-25-000883	0	536	871359990	
0001420506-25-001535	0	1	91647024	N
0001667731-25-000882	0	165	151114776	
0001586882-25-000004	0	116	467080281	N
0001705819-25-000048	1	68	207116052	
0001398344-25-013375	0	187	140798432	
0001586882-25-000002	0	116	125471783	N
0001765388-25-000004	0	17	3153758024	N
0001697814-25-000008	0	12	523852762	N
0000950123-25-006480	1	557	7706076672	N
0001593600-25-000003	0	247	80348559	N
0001803988-25-000003	0	57	209562	N
0001085146-25-003980	0	78	190994396	N
0001085146-25-003979	0	115	1503580241	N
0000944361-25-000005	0	202	5961318382	N
0001667731-25-000881	0	22	308374594	
0001272544-25-000006	0	95	258390795	N
0001595686-25-000010	0	23	103747	N
0001705819-25-000047	0	18	102411792	
0000903603-25-000004	0	4	157487494	N
0000935836-25-000466	0	164	9212665094	
0001573263-25-000005	0	50	399349997	N
0001123292-25-000313	1	3	61230129	
0001369702-25-000008	0	85	1749660564	N
0001172661-25-002652	0	54	174440547	
0001835252-25-000003	0	219	317635362	N
0002056734-25-000004	0	14	17311534	N
0001172661-25-002651	0	22	610264687	
0001011438-25-000362	0	15	214988471	
0001104659-25-069041	0	1	47202175	
0001085146-25-003978	0	98	264556292	N
0001085146-25-003977	0	70	158714874	N
0001999371-25-009410	0	6	168307969	
0001085146-25-003976	0	161	647517249	N
0001085146-25-003975	0	41	226919869	N
0002002630-25-000003	0	169	784037229	N
0000897069-25-001174	0	35	182791697	
0001667731-25-000880	0	123	847900041	
0001085146-25-003974	0	112	782507156	N
0001667731-25-000879	0	138	303466663	
0001085146-25-003973	0	176	1137608228	N
0001667731-25-000878	0	184	796828541	
0001085146-25-003972	2	860	61845808405	N
0001667731-25-000877	0	111	929275329	
0001085146-25-003971	1	187	1414950088	N
0001512601-25-000009	0	318	729726638	N
0001085146-25-003970	0	172	197703346	N
0001213900-25-065635	0	54	345093968	
0002035324-25-000006	0	97	138258449	N
0001840501-25-000006	0	110	289832960	N
0002032497-25-000004	0	44	122296359	N
0002035324-25-000005	0	142	235289295	N
0001544806-25-000005	0	264	1203459999	N
0002006008-25-000005	0	203	265615376	N
0001582151-25-000003	0	418	1162192224	N
0000950123-25-006465	2	3	465417155	N
0001904664-25-000004	0	45	274594392	N
0001018674-25-000005	0	439	1628584699	N
0001598416-25-000010	0	28	185054852	N
0002007960-25-000004	0	63	175681894	N
0001571556-25-000005	0	472	5681217996	N
0000945621-25-000595	0	31	1630387059	
0001537319-25-000004	0	168	502746809	N
0002027950-25-000005	0	30	165824908	N
0001765380-25-000251	0	177	308069363	N
0001085146-25-003969	0	54	111923534	N
0001908158-25-000005	0	353	449992695	N
0001633716-25-000004	0	240	585949785	N
0001915765-25-000004	0	65	278320231	N
0001788241-25-000004	0	70	225033724	N
0001085146-25-003968	0	188	398253850	N
0001566493-25-000004	0	195	435060167	N
0001704300-25-000003	0	383	166839565	N
0001908158-25-000004	0	100	213682781	N
0002042772-25-000008	0	75	173320963	
0001172661-25-002649	1	93	342985781	
0001453620-25-000008	0	204	2997090685	N
0001990690-25-000005	0	52	181943116	N
0001067324-25-000005	0	139	1378481121	N
0001172661-25-002648	0	125	1039224683	
0001578370-25-000005	0	114	417005279	N
0001376474-25-000638	0	879	532402748	
0001420506-25-001528	0	1	0	N
0002056922-25-000007	0	694	204736386	N
0001802816-25-000005	0	132	275719509	N
0001730889-25-000004	0	119	266727595	N
0001730889-25-000003	0	102	250443678	N
0000905729-25-000125	0	430	125130752	
0001810089-25-000005	0	474	678366971	N
0002044851-25-000006	0	68	135550642	N
0000919574-25-004128	0	191	560806964	
0001420506-25-001525	0	201	201671665	N
0001722512-25-000006	0	367	2056444325	N
0002067954-25-000002	0	186	161469505	N
0001600746-25-000003	0	44	227498	N
0001134008-25-000003	0	1361	2123761914	N
0001140361-25-026328	0	144	1093277952	
0001104659-25-068933	0	961	18366654844	
0001609008-25-000004	0	69	517525174	N
0001667731-25-000876	0	37	140198376	
0001140361-25-026326	0	65	2037387480	
0001140361-25-026324	0	74	608793251	
0002010186-25-000004	0	1249	7164793029	N
0001140361-25-026322	0	202	42613959043	
0001597089-25-000009	0	99	180764640	
0002028812-25-000005	1	320	153114656	N
0001654847-25-000003	0	143	453216	N
0001696957-25-000007	0	133	3022175048	N
0001172661-25-002645	0	7	158562837	
0001104659-25-068917	0	67	459082688	
0001849561-25-000003	0	246	397394698	N
0002065777-25-000004	0	472	80621601	N
0001951757-25-000896	0	53	156185032	N
0001102256-25-000004	0	128	254053924	N
0001398344-25-013303	0	137	305817485	
0002009211-25-000003	0	156	218678958	N
0002055130-25-000004	0	103	129003376	N
0001951757-25-000895	6	174	495602860	N
0001951757-25-000894	0	75	182035260	N
0001951757-25-000893	2	59	144185053	N
0001140361-25-026307	0	198	265547036	
0001951757-25-000892	0	116	184458030	N
0001951757-25-000891	5	263	305062178	N
0001951757-25-000890	0	16	115611937	N
0001963030-25-000005	0	188	243909553	N
0001801682-25-000004	0	187	546454720	N
0001694895-25-000006	0	108	192006000	N
0001725547-25-003475	0	72	285813704	N
0001911468-25-000003	0	159	214230398	N
0001951757-25-000889	0	87	462061052	N
0002047540-25-000006	0	383	1216281968	N
0001085146-25-003967	0	174	495641148	N
0001019056-25-000188	0	107	506679463	
0001376474-25-000636	0	116	193677764	
0001376474-25-000635	0	90	736081368	
0001725547-25-003474	1	442	7106198099	N
0001286478-25-000007	0	257	835349130	N
0001667731-25-000875	0	103	225951724	
0001667731-25-000874	0	561	896846939	
0001667731-25-000873	0	59	228778896	
0001667731-25-000872	0	170	508781655	
0001912970-25-000004	0	74	181649629	N
0001667731-25-000871	0	61	147082683	
0000092230-25-000119	2	4895	68340639019	N
0001667731-25-000869	0	94	160594100	
0001667731-25-000868	0	88	200274003	
0001667731-25-000867	0	115	227394216	
0001766392-25-000005	0	14	301590	N
0001834600-25-000006	0	4	393417146	N
0001472190-25-000003	0	68	5767256	N
0001716607-25-000011	0	501	6883811161	N
0001953324-25-000006	0	14	309842	N
0001953324-25-000005	0	14	293674	N
0001104659-25-068849	0	551	286858994	
0000950123-25-006449	0	15	1017045944	N
0001104659-25-068814	0	10	9928689	
0001580642-25-004324	0	28	143399436	
0001085146-25-003963	0	114	190217543	N
0001754960-25-000433	0	445	722652487	N
0001004140-25-000006	0	107	312696468	N
0001754960-25-000435	0	1046	1705478951	N
0002009211-25-000002	0	127	164891589	N
0002040224-25-000004	0	117	234294530	N
0001754960-25-000429	0	40	188308678	N
0001917618-25-000003	0	85	826164292	N
0001754960-25-000431	0	42	116629702	N
0001085146-25-003960	0	138	74286168	N
0001214659-25-010548	0	374	850248066	
0001214659-25-010550	0	70	539404237	
0001624510-25-000006	0	37	506509859	N
0001667731-25-000866	1	56	222692528	
0001909828-25-000006	0	80	190796462	N
0001908386-25-000004	0	44	334968357	N
0001667731-25-000865	0	150	314422942	
0001085146-25-003959	0	134	216671236	N
0001667731-25-000864	0	39	112570622	
0001873973-25-000006	0	15	184225299	N
0001085146-25-003958	0	114	462683423	N
0001667731-25-000863	0	354	4052177064	
0001951757-25-000888	0	283	719090676	N
0001951757-25-000887	0	343	921273618	N
0001554961-25-000011	0	49	198736566	N
0001951757-25-000886	0	186	213745378	N
0001085146-25-003957	0	101	780075865	N
0001951757-25-000885	0	53	396214570	N
0001951757-25-000884	0	48	270933784	N
0001951757-25-000883	0	57	155236609	N
0001085146-25-003955	0	35	353699181	N
0001951757-25-000882	0	200	158242510	N
0001085146-25-003954	0	48	386951797	N
0001951757-25-000881	0	105	178772014	N
0001085146-25-003953	0	125	459969906	N
0001951757-25-000880	0	74	210208093	N
0001847820-25-000006	0	172	214863328	N
0001085146-25-003952	0	59	214672892	N
0001951757-25-000879	0	82	110417679	N
0001085146-25-003950	0	31	1607866738	N
0001951757-25-000878	0	90	200532463	N
0001398344-25-013271	0	24	208631683	
0001085146-25-003943	0	71	290606785	N
0001214659-25-010535	0	15	4809029146	
0001994563-25-000005	0	1369	842400769	N
0001376474-25-000630	0	146	195598025	
0001085227-25-000005	0	75	717111781	N
0001162170-25-000006	0	1297	11310371548	N
0002044711-25-000004	0	59	113373225	N
0001085146-25-003940	0	3	104394799	N
0001085146-25-003939	0	57	120335064	N
0001725547-25-003471	0	161	480487492	N
0001484205-25-000009	0	311	1917245761	N
0001725547-25-003469	0	393	1155804562	N
0001697715-25-000005	0	237	849696142	N
0001484205-25-000008	0	334	1799578077	N
0001725547-25-003468	0	126	110922248	N
0001731448-25-000006	0	123	252377274	N
0001904152-25-000004	0	82	222985208	
0001062993-25-012960	0	702	5580538838	N
0001580642-25-004320	0	32	1389872709	
0001376474-25-000629	0	205	922949502	
0001214659-25-010529	0	15	8912360542	
0001911726-25-000005	0	638	238452544	N
0001214659-25-010527	0	20	2395023654	
0001803291-25-000003	0	109	600235415	N
0000950123-25-006435	0	4	171754242	N
0001749283-25-000004	0	76	116744448	N
0001085146-25-003938	0	361	633416963	N
0001172661-25-002644	0	1162	12581501860	
0001329948-25-000009	0	232	1549997	N
0001725547-25-003454	0	191	695597491	N
0001905092-25-000004	0	73	287373597	
0001329948-25-000008	0	2698	38263102	N
0001162044-25-000667	0	812	438945023	
0001580642-25-004317	0	125	224729	
0001214659-25-010520	0	15	109852712	
0001214659-25-010518	0	28	1953645784	
0001695344-25-000005	0	208	553313454	
0001214659-25-010517	0	10	6114406743	
0002056342-25-000005	0	4	713833731	N
0001172661-25-002643	0	155	1080531783	
0001172661-25-002642	0	613	2664476979	
0001172661-25-002641	0	80	133254828	
0001085146-25-003936	0	45	118134367	N
0001553540-25-000005	0	209	1104650120	N
0001082509-25-000004	0	166	1780023563	N
0001318259-25-000003	0	65	400629	N
0001846161-25-000004	0	106	317242304	N
0000874791-25-000009	0	106	1255256485	N
0001840740-25-000004	0	76	280969819	N
0002066674-25-000002	0	46	134363	N
0001754960-25-000427	0	65	105233063	N
0001701132-25-000007	0	182	456088330	N
0001754960-25-000425	0	127	1668613455	N
0001085146-25-003934	0	54	129480184	N
0001214659-25-010512	0	40	374226424	
0001632665-25-000005	0	90	188111758	N
0000315024-25-000003	0	4	174954642	N
0001140361-25-026209	0	749	1551330576	
0001172661-25-002640	0	144	624460855	
0001954044-25-000004	0	41	161537655	N
0001738720-25-000003	0	113	179024458	N
0001741024-25-000004	0	1	0	
0001844314-25-000004	0	134	359845696	N
0000950123-25-006431	1	307	1331339439	N
0002012184-25-000006	0	46	149507051	N
0001990080-25-000004	0	131	268073828	N
0001731731-25-000007	0	118	370612158	N
0002056037-25-000008	0	86	169721358	N
0001832097-25-000008	0	984	161495116	N
0001729457-25-000003	0	82	215095278	N
0001606609-25-000003	0	321	782050994	N
0001754960-25-000424	0	116	339419296	N
0001724729-25-000005	0	33	145486794	N
0001214659-25-010508	0	83	111933241	
0001697717-25-000007	0	155	676587288	N
0001768302-25-000004	0	145	473999418	N
0001754960-25-000422	0	116	619029350	N
0001995674-25-000004	0	21	297679915	N
0001140361-25-026202	1	628	661731757	
0001393944-25-000003	0	474	747585	N
0001085146-25-003933	0	116	134601184	N
0001844571-25-000003	0	34	520743830	N
0001754960-25-000421	0	31	109074975	N
0002025905-25-000004	1	105	1802493793	N
0001054677-25-000005	0	586	1530713440	N
0001011438-25-000357	1	6	178071082	
0001737090-25-000003	0	348	471033051	N
0001661245-25-000004	1	432	1101167487	N
0001420506-25-001523	0	191	152778960	N
0001011438-25-000356	0	10	631845305	
0001172661-25-002639	1	526	1223504715	
0001800358-25-000003	0	68	191453	N
0002047030-25-000007	0	95	113623433	N
0001777914-25-000004	0	35	370074681	N
0001214659-25-010504	0	32	229519322	
0001943239-25-000004	0	617	746843479	N
0001104659-25-068609	0	1609	1743991621	
0001104659-25-068606	0	385	272337599	
0001907480-25-000006	0	73	149866978	N
0001398344-25-013256	0	532	209487028	
0001398344-25-013254	0	504	187002861	
0001525865-25-000005	0	409	334293952	N
0001214659-25-010500	0	131	299778908	
0001730479-25-000004	0	615	705779706	N
0001214659-25-010498	0	142	173297421	
0001876811-25-000004	0	110	580093912	N
0001909565-25-000005	0	36	202174768	N
0001092290-25-000010	0	153	1436018586	N
0001862965-25-000008	0	46	227286778	N
0001104659-25-068598	0	162	575395625	
0001666256-25-000006	0	26	256150515	N
0001904828-25-000005	0	62	124727219	
0001802136-25-000004	0	246	268408853	N
0001315269-25-000003	0	91	358832	N
0001725547-25-003451	0	155	212241871	N
0000893738-25-000003	0	102	178810000	N
0001140361-25-026158	2	384	185968021	
0000938592-25-000004	0	258	1732760794	N
0001269786-25-000006	0	45	536495209	
0001839545-25-000004	0	91	162707085	N
0001986389-25-000003	0	155	265617607	N
0001056943-25-000009	0	394	202347289	N
0001062993-25-012934	0	256	1728504054	N
0001085146-25-003932	0	120	2786104727	N
0001697493-25-000007	0	207	812705916	N
0001104659-25-068584	0	206	167326346	
0001954136-25-000004	0	102	198529	N
0001427373-25-000009	0	39	228744903	N
0000007195-25-000003	0	111	140905156	N
0000726854-25-000148	0	527	764100213	N
0001398344-25-013237	0	255	438530921	
0001844709-25-000006	0	139	465437	N
0001766791-25-000005	0	135	312320	N
0001921487-25-000003	0	1073	740821559	N
0001667731-25-000856	0	213	759644666	
0001214659-25-010490	0	53	121171258	
0002008171-25-000004	0	344	1080706004	N
0001172661-25-002638	0	86	138823521	
0001802107-25-000007	0	30	208931705	N
0001725547-25-003450	0	85	124615336	N
0001725547-25-003449	0	304	1347561373	N
0001172661-25-002636	0	37	214757278	
0001667134-25-000004	0	639	2367821413	N
0001667731-25-000854	0	142	322794653	
0001062993-25-012930	0	565	873122724	Y
0000950123-25-006420	1	432	17353933	N
0000928568-25-000003	0	258	1632814044	N
0001731152-25-000005	0	50	2528268037	N
0001085146-25-003905	0	196	537867034	N
0000924171-25-000012	0	30	570894403	
0001085146-25-003911	0	58	155820770	N
0001085146-25-003893	0	35	163122203	N
0001966036-25-000005	0	72	170562572	N
0001085146-25-003897	0	51	99371050	N
0001085146-25-003907	0	46	603479596	N
0001214659-25-010478	0	126	117311356	
0001085146-25-003922	0	156	822859145	N
0001085146-25-003904	0	188	135817495	N
0001085146-25-003920	0	156	585558625	N
0001085146-25-003900	0	9	426842211	N
0001580642-25-004297	0	167	1111830071	
0001085146-25-003903	0	179	132466178	N
0001085146-25-003913	0	197	655609688	N
0001085146-25-003917	0	172	467656438	N
0001085146-25-003925	0	123	728235887	N
0001085146-25-003906	0	259	401239278	N
0001754960-25-000417	0	10	176333621	N
0001085146-25-003901	0	329	916626367	N
0001085146-25-003896	0	92	156446584	N
0001085146-25-003908	0	73	130586183	N
0001085146-25-003914	0	48	276716887	N
0001085146-25-003909	0	187	338778984	N
0001085146-25-003910	0	70	56428503	N
0001764057-25-000006	0	155	183564985	N
0001221073-25-000059	0	104	401677712	
0001085146-25-003898	0	5	3496807	N
0001389400-25-000006	0	173	735872862	N
0001085146-25-003916	0	60	263107000	N
0001754960-25-000415	0	108	118656613	N
0001841015-25-000004	0	96	217440896	N
0001085146-25-003912	0	282	473143339	N
0001085146-25-003924	0	93	268384663	N
0001754960-25-000419	0	683	2894466329	N
0001085146-25-003919	0	41	278937864	N
0001085146-25-003918	0	211	1097143487	N
0001438574-25-000003	0	99	197115084	N
0001580642-25-004296	0	155	1026902118	
0001754960-25-000413	0	100	318024331	N
0001085146-25-003926	0	89	155760989	N
0001085146-25-003902	0	122	186581063	N
0001085146-25-003894	0	18	141330760	N
0001221073-25-000060	0	88	276274596	
0001754960-25-000411	0	101	149697956	N
0001085146-25-003927	0	206	373666527	N
0001085146-25-003923	0	49	164533289	N
0001221073-25-000058	0	23	211468016	
0001754960-25-000409	0	173	293720357	N
0001085146-25-003921	0	173	1332501176	N
0001085146-25-003915	0	18	158213668	N
0001085146-25-003899	0	36	267651474	N
0001085146-25-003895	0	147	162875292	N
0002067591-25-000004	0	194	140703051	N
0001940917-25-000004	0	535	164550834	N
0001839695-25-000005	0	78	269384814	N
0001172661-25-002634	0	78	433272397	
0001906805-25-000004	0	58	265839186	N
0001172661-25-002632	0	155	1286724688	
0001725547-25-003446	0	66	271354163	N
0001472800-25-000005	0	44	222992078	N
0001891240-25-000004	0	258	274856498	N
0001831187-25-000003	0	62	112629757	N
0002033299-25-000006	0	90	146112838	N
0000873687-25-000006	0	4	56437887	N
0001895362-25-000007	0	296	4514820340	N
0001738723-25-000003	0	472	338137490	N
0001172661-25-002629	0	29	200776840	
0002033299-25-000005	0	232	885554231	N
0001172661-25-002627	0	54	373283657	
0001592613-25-000004	0	384	597928744	N
0001172661-25-002626	0	102	404583019	
0001882673-25-000006	0	123	115360411	N
0001172661-25-002625	0	313	1339539087	
0001398344-25-013210	0	177	276109526	
0001961850-25-000005	0	50	295903233	N
0001214659-25-010460	0	33	126572594	
0001999371-25-009245	0	33	62891419	
0001798926-25-000009	0	36	42674525	N
0001085146-25-003883	0	66	281699472	N
0001979372-25-000006	0	10014	417969412	N
0000014745-25-000006	0	772	375772303	N
0001172661-25-002624	0	66	102677754	
0001731124-25-000003	0	71	131304420	N
0001956471-25-000006	0	60	275395261	N
0002033299-25-000004	0	104	272790079	N
0001080201-25-000004	0	73	428061	N
0000842766-25-000005	0	150	531157	N
0001877090-25-000004	0	189	371530371	N
0001895678-25-000004	0	28	194592722	N
0001456048-25-000006	0	3274	5867596568	N
0001291422-25-000010	0	240	1458729698	N
0001979372-25-000004	0	34909	468875931	N
0000830588-25-000001	0	7	1417831250	N
0001727917-25-000009	0	162	338530070	N
0001754960-25-000407	0	77	100086583	N
0001085146-25-003882	0	214	551656338	N
0002042654-25-000006	0	890	338046994	N
0001140361-25-026028	0	139	1439351089	
0001455253-25-000008	0	25	1225145769	N
0001731372-25-000004	0	225	378124594	N
0001427351-25-000008	0	224	367459222	N
0002033299-25-000003	0	100	145980545	N
0000778963-25-000007	0	107	373771665	N
0001802474-25-000003	0	99	206954873	N
0001420506-25-001509	0	58	305387693	N
0001370102-25-000010	0	2735	9346698	N
0001744348-25-000004	0	233	366568597	N
0001172661-25-002623	0	267	2470327153	
0001815025-25-000004	0	77	326245261	N
0001172661-25-002622	0	156	283628309	
0001860132-25-000006	0	91	183479356	N
0001172661-25-002621	0	467	456504488	
0001498383-25-000008	0	92	216055	N
0001172661-25-002620	0	125	467634977	
0001172661-25-002619	0	37	443380792	
0001482970-25-000004	0	70	786391679	N
0001649107-25-000004	0	582	790719639	N
0001172661-25-002618	0	205	789820342	
0001808394-25-000006	0	39	169577835	N
0001005354-25-000005	0	1016	13472006297	N
0000764112-25-000003	0	55	505748625	N
0001398344-25-013196	6	185	414491673	
0001794543-25-000008	0	495	1300130235	N
0001976010-25-000005	0	59	125768725	N
0002002654-25-000004	0	506	198541026	N
0001384416-25-000004	0	156	143741565	N
0001172661-25-002616	0	222	521790219	
0001172661-25-002615	0	70	495865642	
0000764611-25-000004	0	81	646567586	N
0001417889-25-000004	0	140	761044794	N
0002055836-25-000004	0	403	109865215	N
0001844369-25-000005	0	192	744061215	N
0002055670-25-000004	0	55	48245099	N
0000831571-25-000005	0	882	2319143031	N
0002065777-25-000003	0	472	80090498	N
0001667731-25-000849	0	81	195506966	
0001965814-25-000007	0	174	313392580	N
0002063364-25-000145	0	90	154912318	N
0001667731-25-000848	0	100	425670387	
0001667731-25-000847	0	92	191667328	
0001667731-25-000846	0	106	243027709	
0001811052-25-000006	0	96	1471803351	N
0001667731-25-000845	0	176	989483158	
0002010098-25-000004	0	289	238676339	N
0001667731-25-000844	6	909	793945757	
0001053013-25-000006	0	125	538046517	N
0001667731-25-000843	0	65	140455215	
0001667731-25-000842	0	216	664172531	
0001667731-25-000841	0	101	150713197	
0001667731-25-000840	0	64	826526899	
0001667731-25-000839	0	132	684279902	
0001667731-25-000838	0	253	1459314851	
0001667731-25-000837	0	46	975246694	
0001667731-25-000836	0	119	266195446	
0001307125-25-000008	1	67	190298491	
0001754960-25-000405	0	47	205163655	N
0001957394-25-000009	0	378	1382187001	N
0001062993-25-012891	0	6890	330644011	N
0001876326-25-000004	0	190	234406709	N
0001908378-25-000003	0	109	316093594	N
0001841768-25-000003	0	174	202016418	N
0001214659-25-010442	0	168	478409422	
0001965328-25-000002	0	104	235182190	N
0001748728-25-000003	0	61	146640802	N
0001569102-25-000003	0	89	131209	N
0001737089-25-000007	0	1213	2867688	N
0001172661-25-002614	0	169	370920711	
0001951757-25-000877	0	170	252571085	N
0001951757-25-000876	0	135	229978213	N
0001172661-25-002613	0	16	294374000	N
0001085146-25-003879	0	120	191922226	N
0001803536-25-000004	3	174	311050075	N
0001085146-25-003878	0	85	126174886	N
0002066184-25-000004	0	63	160503424	N
0001172661-25-002611	0	55	180210254	
0001085146-25-003877	0	15	17437509	N
0001781948-25-000004	0	171	150519502	N
0000045319-25-000004	2	282	3032044878	N
0001104659-25-068255	0	1	46886492	
0001123274-25-000011	0	197	4675512659	N
0001874146-25-000006	0	36	183278238	N
0002009176-25-000004	0	139	188782026	N
0001660328-25-000004	0	46	111989258	N
0000950123-25-006414	2	2	4666772402	N
0001172661-25-002610	0	34	115357859	
0002063364-25-000143	0	61	340046855	N
0001062993-25-012887	0	2	140423602	N
0002063364-25-000139	0	29	101440570	N
0001890183-25-000003	0	42	68473847	N
0001272164-25-000004	0	650	976452557	N
0000897378-25-000005	0	382	14579177222	N
0000922439-25-000011	0	499	3140121932	N
0001535602-25-000011	0	361	14365434207	N
0001376474-25-000615	0	121	241879761	
0002010748-25-000003	0	78	392747558	N
